Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
25,Q237,J.H.S. 237 - QUEENS,SCA CIP,ELEVATOR MODERNIZATION,Scope,Complete,2/27/2018,5/25/2018,7/31/2018,142290,128043.00,121075.00,DSF0000881116
25,Q237,J.H.S. 237 - QUEENS,SCA CIP,ELEVATOR MODERNIZATION,Design,Complete,8/28/2018,1/16/2019,4/16/2019,569160,717803.00,631199.00,DSF0000881116
25,Q237,J.H.S. 237 - QUEENS,SCA CIP,ELEVATOR MODERNIZATION,Construction,In-Progress,7/29/2019,7/17/2021,,10671750,9889809.00,5450152.00,DSF0000881116
25,Q237,J.H.S. 237 - QUEENS,SCA CIP,ELEVATOR MODERNIZATION,"CM,F&E",In-Progress,7/29/2019,7/17/2021,,664020,345066.00,328096.00,DSF0000881116
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Scope,Complete,3/12/2020,7/13/2020,3/17/2021,0,19221.00,19221.00,DSF0000913442
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Design,Complete,9/23/2021,2/24/2022,2/7/2022,105240,78659.00,78659.00,DSF0000913442
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,6/17/2022,3/13/2023,,1543520,775465.00,8076.00,DSF0000913442
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY20 RESO A SUPPLEMENTAL COOLING,"CM,F&E",In-Progress,6/17/2022,3/13/2023,,105240,71810.00,48650.00,DSF0000913442
25,Q237,EAST-WEST SCHOOL OF INTL STUDIES-Q,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,49625.00,0.00,DSF0000890379
25,Q237,EAST-WEST SCHOOL OF INTL STUDIES-Q,DOE - RESOA,RESO A DIGITAL SIGN,Construction,PNS,PNS,PNS,PNS,DOER,50000.00,0.00,DSF0001034683
25,Q237,J.H.S. 237 - QUEENS,DOE - RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,4/7/2023,DOER,,DOER,34134.00,0.00,DSF0001036004
25,Q237,EAST-WEST SCHOOL OF INTL STUDIES-Q,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,400000.00,0.00,DSF0001036005
25,Q242,P.S. 242 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001036010
25,Q242,P.S. 242 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,60000.00,0.00,DSF0001086491
25,Q242,P.S. 242 - QUEENS,DOE - RESOA,FY07 RESO A SCHOOL SAFETY,Construction,PNS,PNS,PNS,PNS,DOER,110926.00,0.00,DSF0000488318
25,Q242,P.S. 242 - QUEENS,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,100000.00,0.00,DSF0001036009
25,Q242,P.S. 242 - QUEENS,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,PNS,PNS,PNS,DOER,250000.00,0.00,DSF0001086492
25,Q244,P.S. 244 - QUEENS,SCA CIP,IPDVS FULL CAMERA UPGRADE,Scope,Complete,5/5/2022,9/2/2022,6/30/2022,2595,3130.00,3130.00,DSF0001034371
25,Q244,P.S. 244 - QUEENS,SCA CIP,IPDVS FULL CAMERA UPGRADE,Design,Complete,6/30/2022,12/28/2022,8/3/2022,11678,12520.00,12520.00,DSF0001034371
25,Q244,P.S. 244 - QUEENS,SCA CIP,IPDVS FULL CAMERA UPGRADE,Construction,In-Progress,1/30/2023,11/25/2023,,150523,132261.00,73160.00,DSF0001034371
25,Q244,P.S. 244 - QUEENS,SCA CIP,IPDVS FULL CAMERA UPGRADE,"CM,F&E",In-Progress,1/30/2023,11/25/2023,,114755,107401.00,43765.00,DSF0001034371
25,Q244,P.S. 244 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,4/1/2023,DIIR,,DIIR,150000.00,16655.00,DSF0001033300
25,Q244,P.S. 244 - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000.00,0.00,DSF0001086494
25,Q244,P.S. 244 - QUEENS,DOE - RESOA,FY24 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,350000.00,0.00,DSF0001086493
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Scope,Complete,5/3/2022,9/2/2022,9/13/2022,0,59536.00,55987.00,DSF0001033320
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Design,In-Progress,5/17/2023,10/3/2023,,46200,46758.00,26014.00,DSF0001033320
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,677600,677600.00,3050.00,DSF0001033320
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,46200,46200.00,4613.00,DSF0001033320
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,SCA CIP RESOA,RESO A EXTERIOR DOOR,Scope,In-Progress,6/28/2023,10/25/2023,,0,5924.00,159.00,DSF0001085154
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,SCA CIP RESOA,RESO A EXTERIOR DOOR,Design,PNS,PNS,PNS,PNS,12000,6076.00,637.00,DSF0001085154
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,SCA CIP RESOA,RESO A EXTERIOR DOOR,Construction,PNS,PNS,PNS,PNS,176000,176000.00,0.00,DSF0001085154
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,SCA CIP RESOA,RESO A EXTERIOR DOOR,"CM,F&E",PNS,PNS,PNS,PNS,12000,12000.00,117.00,DSF0001085154
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,130000.00,0.00,DSF0001007968
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/1/2023,DIIR,5/30/2023,DIIR,75000.00,67340.00,DSF0001036032
25,Q336,COLLEGE POINT COLLABORATIVE - QUEENS,DOE - RESOA,RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,50000.00,0.00,DSF0001085166
25,Q388,P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,SCA Capacity,NEW SCHOOL,Scope,Complete,3/25/2022,9/2/2022,10/12/2022,1787500,1075475.00,996545.00,DSF0000911866
25,Q388,P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,SCA Capacity,NEW SCHOOL,Design,Complete,10/13/2022,4/7/2023,5/12/2023,8043750,1449393.00,1274043.00,DSF0000911866
25,Q388,P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,101440625,101440625.00,270419.00,DSF0000911866
25,Q388,P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,14300000,14300000.00,302633.00,DSF0000911866
25,Q388,P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,SCA CIP,DEMOLITION,Scope,Complete,9/8/2022,9/8/2022,9/8/2022,65500,1082.00,1082.00,DSF0000911866
25,Q388,P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,SCA CIP,DEMOLITION,Design,Complete,9/8/2022,12/8/2022,4/18/2023,327500,4328.00,4328.00,DSF0000911866
25,Q388,P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,SCA CIP,DEMOLITION,Construction,In-Progress,7/3/2023,3/28/2024,,7368750,6631159.00,1156.00,DSF0000911866
25,Q388,P.S. @ 23-50 WATERS EDGE DRIVE - QUEENS,SCA CIP,DEMOLITION,"CM,F&E",In-Progress,7/3/2023,3/28/2024,,458500,55352.00,37152.00,DSF0000911866
25,Q409,DISTRICT 25 PRE-K CENTER,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Scope,Complete,9/28/2022,12/30/2022,12/20/2022,17580,61.00,61.00,DSF0001034348
25,Q409,DISTRICT 25 PRE-K CENTER,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Design,Complete,12/21/2022,6/27/2023,5/1/2023,87901,245.00,245.00,DSF0001034348
25,Q409,DISTRICT 25 PRE-K CENTER,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,Construction,PNS,PNS,PNS,PNS,1977765,1977765.00,101659.00,DSF0001034348
25,Q409,DISTRICT 25 PRE-K CENTER,SCA CIP,FIRE ALARM SYSTEM REPLACEMENT,"CM,F&E",PNS,PNS,PNS,PNS,123061,147919.00,40105.00,DSF0001034348
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / IDA INTERIOR SPACES,Scope,Complete,10/14/2021,2/17/2022,3/30/2022,96080,138611.00,94532.00,"SCA0000070750, DSF0001083947"
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / IDA INTERIOR SPACES,Design,In-Progress,4/14/2023,8/30/2023,,472411,472411.00,7116.00,"SCA0000070750, DSF0001083947"
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / IDA INTERIOR SPACES,Construction,PNS,PNS,PNS,PNS,9937911,9937911.00,4610.00,"SCA0000070750, DSF0001083947"
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,IDA FLOOD ELIMINATION / IDA INTERIOR SPACES,"CM,F&E",PNS,PNS,PNS,PNS,732505,732505.00,6340.00,"SCA0000070750, DSF0001083947"
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,PATH OF TRAVEL IDA GYM FLOOR REPLACEMENT,Scope,Complete,1/13/2023,4/17/2023,2/15/2023,2514,0.00,0.00,DSF0001034898
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,PATH OF TRAVEL IDA GYM FLOOR REPLACEMENT,Design,In-Progress,4/13/2023,8/14/2023,,11313,11313.00,0.00,DSF0001034898
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,PATH OF TRAVEL IDA GYM FLOOR REPLACEMENT,Construction,PNS,PNS,PNS,PNS,145818,145818.00,3160.00,DSF0001034898
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,PATH OF TRAVEL IDA GYM FLOOR REPLACEMENT,"CM,F&E",PNS,PNS,PNS,PNS,27027,27027.00,2196.00,DSF0001034898
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,PATH OF TRAVEL IDA INTERIOR SPACES,Scope,Complete,8/9/2023,12/12/2023,8/24/2023,1920,141.00,141.00,DSF0001085326
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,PATH OF TRAVEL IDA INTERIOR SPACES,Design,In-Progress,8/25/2023,1/17/2024,,8641,8641.00,562.00,DSF0001085326
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,PATH OF TRAVEL IDA INTERIOR SPACES,Construction,PNS,PNS,PNS,PNS,111375,111375.00,0.00,DSF0001085326
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,PATH OF TRAVEL IDA INTERIOR SPACES,"CM,F&E",PNS,PNS,PNS,PNS,20643,20643.00,0.00,DSF0001085326
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Scope,Complete,8/9/2023,8/9/2023,8/9/2023,15000,21412.00,100.00,DSF0001085608
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Design,In-Progress,8/9/2023,1/12/2024,,75000,75000.00,398.00,DSF0001085608
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,Construction,PNS,PNS,PNS,PNS,1687500,1687500.00,0.00,DSF0001085608
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,RPZ BACKFLOW PREVENTION DEVICES,"CM,F&E",PNS,PNS,PNS,PNS,105000,105000.00,219.00,DSF0001085608
25,Q425,JOHN BOWNE HS - QUEENS,SCA IEH,PO18-ABATE AND REPALCE FLOOR TILES IN AUDITORIUM APPROX. 10SF DAMAGED OLD AND LIFTING UP,Construction,Complete,4/13/2023,IEH,6/16/2023,IEH,89786.00,1240.00,SCA0000071883
25,Q425,JOHN BOWNE HS - QUEENS,Fast Track Projects,IDA GYM FLOOR REPLACEMENT,Construction,In-Progress,6/6/2022,FTK,,FTK,1421386.00,1173007.00,SCA0000070494
25,Q425,JOHN BOWNE HS - QUEENS,DOE - RESOA,FY22 RESO A DIGITAL SIGN,Construction,PNS,PNS,PNS,PNS,DOER,75000.00,0.00,DSF0001033922
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,FY24 RESO A FARM BUILDING UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001086534
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,FY24 RESO A FARM BUILDING UPGRADE,Design,PNS,PNS,PNS,PNS,300000,300000.00,0.00,DSF0001086534
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,FY24 RESO A FARM BUILDING UPGRADE,Construction,PNS,PNS,PNS,PNS,4400000,4400000.00,0.00,DSF0001086534
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,FY24 RESO A FARM BUILDING UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,300000,300000.00,0.00,DSF0001086534
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A FARM BUILDING UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087082
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A FARM BUILDING UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087082
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A FARM BUILDING UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087082
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A FARM BUILDING UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087082
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,FY24 RESO A FARM BUILDING,Scope,In-Progress,9/14/2023,12/15/2023,,0,152.00,152.00,DSF0001085823
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,FY24 RESO A FARM BUILDING,Design,PNS,PNS,PNS,PNS,3000,2848.00,609.00,DSF0001085823
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,FY24 RESO A FARM BUILDING,Construction,PNS,PNS,PNS,PNS,44000,44000.00,0.00,DSF0001085823
25,Q426,JOHN BOWNE HS - QUEENS,SCA CIP RESOA,FY24 RESO A FARM BUILDING,"CM,F&E",PNS,PNS,PNS,PNS,3000,3000.00,0.00,DSF0001085823
25,Q426,JOHN BOWNE HS - QUEENS,Fast Track Projects,DEMOLITION OF UNSAFE FARM BUILDINGS @ Q426,Construction,Complete,7/25/2023,7/31/2023,7/31/2023,FTK,173080.00,3535.00,SCA0000071891
25,Q426,JOHN BOWNE HS - QUEENS,DOE - RESOA,FY24 RESO A PAVED AREA- BLACKTOP,Construction,In-Progress,8/14/2023,DOER,,DOER,364312.00,0.00,DSF0001085114
25,Q458,3K CENTER @ 41-61 KISSENA BOULEVARD - QUEENS,3K,LEASE,Scope,Complete,9/9/2021,9/30/2021,11/12/2021,185647,165739.00,165739.00,DSF0001009300
25,Q458,3K CENTER @ 41-61 KISSENA BOULEVARD - QUEENS,3K,LEASE,Design,Complete,11/15/2021,1/6/2022,6/6/2022,835412,619862.00,530734.00,DSF0001009300
25,Q458,3K CENTER @ 41-61 KISSENA BOULEVARD - QUEENS,3K,LEASE,Construction,In-Progress,8/17/2022,9/3/2023,,10535479,9574608.00,7943941.00,DSF0001009300
25,Q458,3K CENTER @ 41-61 KISSENA BOULEVARD - QUEENS,3K,LEASE,"CM,F&E",In-Progress,8/17/2022,9/3/2023,,1551065,491965.00,1051629.00,DSF0001009300
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0000913456
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Design,PNS,PNS,PNS,PNS,2100,2100.00,0.00,DSF0000913456
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,30800,30800.00,0.00,DSF0000913456
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,FY20 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,2100,2100.00,0.00,DSF0000913456
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001086542
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,90000,90000.00,0.00,DSF0001086542
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,1320000,1320000.00,0.00,DSF0001086542
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,90000,90000.00,0.00,DSF0001086542
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087085
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Design,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087085
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087085
25,Q460,VERITAS ACADEMY,SCA CIP RESOA,PATH OF TRAVEL RESO A LIBRARY UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001087085
25,Q460,FLUSHING HS - QUEENS,SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,Scope,In-Progress,2/15/2023,6/16/2023,,0,14892.00,336.00,DSF0001036058
25,Q460,FLUSHING HS - QUEENS,SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,45000,30108.00,1343.00,DSF0001036058
25,Q460,FLUSHING HS - QUEENS,SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,660000,660000.00,0.00,DSF0001036058
25,Q460,FLUSHING HS - QUEENS,SCA CIP RESOA,FY23 RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,45000,45000.00,128.00,DSF0001036058
25,Q460,FLUSHING HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Scope,In-Progress,2/27/2023,5/26/2023,,0,69.00,69.00,DSF0001036057
25,Q460,FLUSHING HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,0,276.00,276.00,DSF0001036057
25,Q460,FLUSHING HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036057
25,Q460,FLUSHING HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,732.00,732.00,DSF0001036057
25,Q460,FLUSHING HS - QUEENS,SCA IEH,PO18-ACM ABATE AND REPLACE HOT WATER TANK INSULATION INSULATION IS DETERIORATED AND FALLING OFF.,Construction,Complete,8/11/2023,IEH,9/10/2023,IEH,46182.00,1481.00,SCA0000072214
25,Q460,FLUSHING HS - QUEENS,Fast Track Projects,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,FTK,FTK,FTK,FTK,142594.00,0.00,DSF0000867241
25,Q460,FLUSHING HS - QUEENS,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,4/14/2023,DIIR,,DIIR,100000.00,0.00,DSF0000890927
25,Q460,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001033878
25,Q460,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001036056
25,Q460,VERITAS ACADEMY,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001086530
25,Q460,FLUSHING HS - QUEENS,DOE - RESOA,FY22 RESO A ROOM CONVERSION,Construction,In-Progress,2/13/2023,DOER,,DOER,52837.00,0.00,DSF0001033928
25,Q460,FLUSHING HS - QUEENS,DOE - RESOA,FY24 RESO A LOCKER ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,125000.00,0.00,DSF0001086541
25,Q460,FLUSHING HS - QUEENS,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,In-Progress,12/9/2022,DOES,,DOES,427265.00,0.00,DSF0000960863
25,Q462,FLUSHING HS - QUEENS,SCA CIP,ROOF REPLACEMENT,Scope,Complete,2/24/2020,7/8/2020,11/29/2021,12945,17115.00,17115.00,DSF0000960682
25,Q462,FLUSHING HS - QUEENS,SCA CIP,ROOF REPLACEMENT,Design,Complete,12/8/2021,5/11/2022,12/2/2022,58251,67111.00,65613.00,DSF0000960682
25,Q462,FLUSHING HS - QUEENS,SCA CIP,ROOF REPLACEMENT,Construction,PNS,PNS,PNS,PNS,750784,750784.00,86030.00,DSF0000960682
25,Q462,FLUSHING HS - QUEENS,SCA CIP,ROOF REPLACEMENT,"CM,F&E",PNS,PNS,PNS,PNS,139154,139154.00,21256.00,DSF0000960682
25,Q463,FLUSHING HS - QUEENS,SCA CIP RESOA,FY23 RESO A ATHLETIC FIELD UPGRADE,Scope,Complete,1/20/2023,5/19/2023,7/20/2023,0,119517.00,91001.00,DSF0001036054
25,Q463,FLUSHING HS - QUEENS,SCA CIP RESOA,FY23 RESO A ATHLETIC FIELD UPGRADE,Design,In-Progress,7/25/2023,1/25/2024,,78000,224798.00,5109.00,DSF0001036054
25,Q463,FLUSHING HS - QUEENS,SCA CIP RESOA,FY23 RESO A ATHLETIC FIELD UPGRADE,Construction,PNS,PNS,PNS,PNS,1144000,1144000.00,21640.00,DSF0001036054
25,Q463,FLUSHING HS - QUEENS,SCA CIP RESOA,FY23 RESO A ATHLETIC FIELD UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,78000,78000.00,572.00,DSF0001036054
25,Q463,FLUSHING HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A ATHLETIC FIELD UPGRADE,Scope,Complete,2/24/2023,5/25/2023,9/5/2023,125,125.00,125.00,DSF0001036055
25,Q463,FLUSHING HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A ATHLETIC FIELD UPGRADE,Design,PNS,PNS,PNS,PNS,498,498.00,498.00,DSF0001036055
25,Q463,FLUSHING HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A ATHLETIC FIELD UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0.00,0.00,DSF0001036055
25,Q463,FLUSHING HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A ATHLETIC FIELD UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,165,165.00,165.00,DSF0001036055
25,Q499,P.S./I.S. 499 - QUEENS,SCA Furniture & Equipment,FY23 RESO A MOBILE SCIENCE LAB,F&E,PNS,PNS,PNS,PNS,250000,250000.00,0.00,DSF0001036065
25,Q499,P.S./I.S. 499 - QUEENS,Fast Track Projects,LSP DOMESTIC WATER HEATER REPLACEMENT,Construction,In-Progress,8/25/2020,FTK,,FTK,155255.00,80738.00,DSF0000914245
25,Q499,Q993 SPED - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001036066
25,Q499,Q993 SPED - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,100000.00,0.00,DSF0001086561
25,Q510,H.S. @ 13-20 124TH STREET - QUEENS,SCA Capacity,NEW SCHOOL,Scope,Complete,4/13/2023,8/17/2023,9/18/2023,600000,98729.00,94229.00,DSF0000911856
25,Q510,H.S. @ 13-20 124TH STREET - QUEENS,SCA Capacity,NEW SCHOOL,Design,In-Progress,9/19/2023,4/12/2024,,2700000,2700000.00,8916.00,DSF0000911856
25,Q510,H.S. @ 13-20 124TH STREET - QUEENS,SCA Capacity,NEW SCHOOL,Construction,PNS,PNS,PNS,PNS,34050000,34050000.00,130662.00,DSF0000911856
25,Q510,H.S. @ 13-20 124TH STREET - QUEENS,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",PNS,PNS,PNS,PNS,4800000,4800000.00,70533.00,DSF0000911856
25,Q510,H.S. @ 13-20 124TH STREET - QUEENS,SCA CIP,DEMOLITION,Scope,Complete,5/11/2023,5/11/2023,5/11/2023,11364,385.00,385.00,DSF0000911856
25,Q510,H.S. @ 13-20 124TH STREET - QUEENS,SCA CIP,DEMOLITION,Design,In-Progress,5/12/2023,8/31/2023,,56818,56818.00,1539.00,DSF0000911856
25,Q510,H.S. @ 13-20 124TH STREET - QUEENS,SCA CIP,DEMOLITION,Construction,PNS,PNS,PNS,PNS,1278410,1278410.00,2901.00,DSF0000911856
25,Q510,H.S. @ 13-20 124TH STREET - QUEENS,SCA CIP,DEMOLITION,"CM,F&E",PNS,PNS,PNS,PNS,79545,79545.00,28572.00,DSF0000911856
25,Q511,JOHN BOWNE HS ANNEX - QUEENS,SCA Capacity,NEW SCHOOL,Scope,Complete,4/20/2023,8/24/2023,8/17/2023,1600000,387591.00,291141.00,DSF0001034679
